Localidade;Nome;Feature Profile;Ramal;Tipo;MAC;DDP;GPU;EP_REP;NP;Ramal Antigo;DNS-SRV
MCE;EMERGENCIA 8800;FP_BR_Loc;552111113583;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113583;gw101mcesrv.petrobras.biz
MCE;SCR P51;FP_BR_Nac;552233778751;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;-;EP_OSB_MCE_01;NP_MCE;552233778751;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113435;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113435;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA 8800;FP_BR_Loc;552111113581;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113581;gw101mcesrv.petrobras.biz
MCE;COI;FP_BR_Nac;552233770042;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;2202;EP_OSB_MCE_01;NP_MCE;552233770042;gw101mcesrv.petrobras.biz
MCE;SERVICO DE SAUDE;FP_BR_Nac;552233772373;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;2203;EP_OSB_MCE_01;NP_MCE;552233772373;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113426;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113426;gw101mcesrv.petrobras.biz
MCE;CFTV;FP_BR_Res;552233774247;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;2204;EP_OSB_MCE_01;NP_MCE;552233774247;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113412;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113412;gw101mcesrv.petrobras.biz
MCE;Posto Remoto2;FP_BR_Nac;552233792161;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;769;-;EP_OSB_MCE_01;NP_MCE;552233792161;gw101mcesrv.petrobras.biz
MCE;SCR P-19;FP_BR_Res;552233770296;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;-;EP_OSB_MCE_01;NP_MCE;552233770296;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113403;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113403;gw101mcesrv.petrobras.biz
MCE;FISC REMOTA ANC;FP_BR_Nac;552233778272;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;-;EP_OSB_MCE_01;NP_MCE;552233778272;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113425;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113425;gw101mcesrv.petrobras.biz
MCE;Daniel;FP_BR_Nac;552233775646;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;-;EP_OSB_MCE_01;NP_MCE;552233775646;gw101mcesrv.petrobras.biz
MCE;Controle MI ARP;FP_BR_Int;552233792186;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;769;-;EP_OSB_MCE_01;NP_MCE;552233792186;gw101mcesrv.petrobras.biz
MCE;TANQUES;FP_BR_Nac;552233770075;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;-;EP_OSB_MCE_01;NP_MCE;552233770075;gw101mcesrv.petrobras.biz
MCE;SCR P-47;FP_BR_Res;552233778747;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;767;-;EP_OSB_MCE_01;NP_MCE;552233778747;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113441;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113441;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113411;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113411;gw101mcesrv.petrobras.biz
MCE;EMERGENCIA-8800-IMBETIBA;FP_BR_Res;552111113416;Aparelho Telefônico IP Tipo I / Unify / Desk Phone DP10;-;798;-;EP_OSB_MCE_01;NP_HOTLINE_8800;552111113416;gw101mcesrv.petrobras.biz
